30	8	134217728	1048576	10000	405645	166753	214946	12043	11902
30	8	134217728	1048576	1000	197352	164373	20231	840	11907
30	8	134217728	1048576	100	185940	162300	10480	259	12899
30	8	134217728	1048576	10	185832	162982	10359	248	12242
30	8	134217728	1048576	11	190404	167453	10425	244	12281
30	8	134217728	1048576	12000	404416	166294	213959	11394	12768
30	8	134217728	1048576	12	187693	163333	10671	244	13444
30	8	134217728	1048576	13	184590	161825	10350	219	12194
30	8	134217728	1048576	14	192675	161755	10654	240	20025
30	8	134217728	1048576	150	185003	161080	11613	366	11942
30	8	134217728	1048576	15	186617	163826	10341	243	12206
30	8	134217728	1048576	16000	403854	164579	215384	12001	11888
30	8	134217728	1048576	16	189118	165831	10576	224	12486
30	8	134217728	1048576	17	190294	167595	10284	213	12200
30	8	134217728	1048576	18	192624	163195	10290	184	18953
30	8	134217728	1048576	19	196995	173648	10597	201	12547
30	8	134217728	1048576	2000	218401	174679	31003	1561	11156
30	8	134217728	1048576	200	184631	160646	11665	359	11960
30	8	134217728	1048576	20	189659	167078	10272	228	12079
30	8	134217728	1048576	21	189879	166506	10613	242	12516
30	8	134217728	1048576	22	196984	167804	10287	233	18658
30	8	134217728	1048576	23	187593	164945	10278	232	12137
30	8	134217728	1048576	24	203264	174100	10287	217	18658
30	8	134217728	1048576	25	191747	167785	10602	233	13125
30	8	134217728	1048576	26	186031	163394	10277	234	12125
30	8	134217728	1048576	27	202781	167814	10578	231	24156
30	8	134217728	1048576	28	195477	166381	10269	178	18647
30	8	134217728	1048576	29	185991	162083	10571	230	13106
30	8	134217728	1048576	300	204944	168289	14228	503	21922
30	8	134217728	1048576	30	188757	166117	10262	237	12140
30	8	134217728	1048576	31	190919	168290	10297	229	12101
30	8	134217728	1048576	32000	625574	163366	427135	23564	11507
30	8	134217728	1048576	32	187499	164240	10612	225	12421
30	8	134217728	1048576	33	191865	162852	10293	211	18507
30	8	134217728	1048576	34	184684	162079	10286	235	12082
30	8	134217728	1048576	35	185306	162059	10286	238	12722
30	8	134217728	1048576	36	194263	170983	10620	221	12438
30	8	134217728	1048576	37	189574	166406	10295	238	12634
30	8	134217728	1048576	38	184082	161456	10282	241	12101
30	8	134217728	1048576	39	201009	171916	10304	251	18536
30	8	134217728	1048576	3	186960	162400	10772	277	13509
30	8	134217728	1048576	4000	235771	164072	57050	3115	11532
30	8	134217728	1048576	400	187858	160575	14800	522	11959
30	8	134217728	1048576	40	196969	167768	10327	222	18650
30	8	134217728	1048576	41	191579	162252	10295	188	18842
30	8	134217728	1048576	42	186873	162965	10615	236	13055
30	8	134217728	1048576	43	192378	169083	10622	226	12446
30	8	134217728	1048576	44	184296	161714	10278	236	12066
30	8	134217728	1048576	45	197414	167334	10623	236	19219
30	8	134217728	1048576	46	187382	164753	10303	229	12097
30	8	134217728	1048576	47	186412	163826	10289	236	12060
30	8	134217728	1048576	48	194445	165104	10612	239	18488
30	8	134217728	1048576	49	187487	163579	10584	233	13090
30	8	134217728	1048576	500	186632	159438	14760	524	11909
30	8	134217728	1048576	50	189879	160822	10308	248	18500
30	8	134217728	1048576	51	205154	175716	10305	232	18901
30	8	134217728	1048576	52	186737	164164	10299	224	12048
30	8	134217728	1048576	53	182462	159915	10268	243	12036
30	8	134217728	1048576	54	184981	161747	10599	245	12388
30	8	134217728	1048576	55	187374	163519	10593	246	13015
30	8	134217728	1048576	56	193131	163484	10611	210	18825
30	8	134217728	1048576	57	187956	164667	10616	228	12444
30	8	134217728	1048576	58	190519	167940	10293	244	12041
30	8	134217728	1048576	59	197243	167614	10593	234	18800
30	8	134217728	1048576	5	185473	161261	10502	265	13443
30	8	134217728	1048576	6000	292811	166880	107847	6189	11894
30	8	134217728	1048576	60	189031	165155	10586	242	13046
30	8	134217728	1048576	61	180786	158202	10287	233	12062
30	8	134217728	1048576	62	191463	167630	10582	227	13023
30	8	134217728	1048576	63	186157	162862	10630	206	12458
30	8	134217728	1048576	64	194327	170759	10457	247	12863
30	8	134217728	1048576	65	185458	161923	10467	268	12798
30	8	134217728	1048576	66	199573	167101	10173	248	22049
30	8	134217728	1048576	67	195216	162270	10415	241	22289
30	8	134217728	1048576	68	191809	168440	10752	274	12340
30	8	134217728	1048576	69	188156	164606	10433	265	12850
30	8	134217728	1048576	6	181765	158589	10550	267	12358
30	8	134217728	1048576	7000	286496	161498	107611	5861	11524
30	8	134217728	1048576	700	206722	162319	20624	822	22955
30	8	134217728	1048576	70	203422	169635	10515	275	22995
30	8	134217728	1048576	71	195495	163118	10513	243	21619
30	8	134217728	1048576	72	190100	167356	10408	258	12076
30	8	134217728	1048576	73	187814	165810	10137	242	11624
30	8	134217728	1048576	74	196225	163919	10466	231	21609
30	8	134217728	1048576	75	180691	158000	10423	260	12006
30	8	134217728	1048576	76	199727	166708	10131	249	22637
30	8	134217728	1048576	77	197534	164501	10110	247	22674
30	8	134217728	1048576	78	183551	160828	10493	261	11967
30	8	134217728	1048576	79	194787	161794	10435	263	22293
30	8	134217728	1048576	7	193436	159239	10607	284	23305
30	8	134217728	1048576	8000	293307	167872	107467	6032	11934
30	8	134217728	1048576	80	195042	161993	10522	237	22289
30	8	134217728	1048576	81	196455	163470	10434	262	22287
30	8	134217728	1048576	82	184651	161826	10539	276	12008
30	8	134217728	1048576	83	189508	166753	10492	269	11992
30	8	134217728	1048576	84	180998	158271	10447	265	12013
30	8	134217728	1048576	85	194756	162419	10080	249	22006
30	8	134217728	1048576	86	202153	169176	10052	256	22667
30	8	134217728	1048576	87	186434	163695	10473	258	12007
30	8	134217728	1048576	88	199589	167269	10473	235	21611
30	8	134217728	1048576	89	196896	163924	10422	249	22299
30	8	134217728	1048576	8	184510	160920	10696	245	12647
30	8	134217728	1048576	9000	397844	161025	213247	11698	11873
30	8	134217728	1048576	90	183707	161036	10436	253	11980
30	8	134217728	1048576	91	194842	161808	10123	248	22662
30	8	134217728	1048576	92	183844	161059	10509	273	12001
30	8	134217728	1048576	93	185738	163732	10129	252	11623
30	8	134217728	1048576	94	197571	164458	10488	269	22354
30	8	134217728	1048576	95	185094	162306	10516	274	11997
30	8	134217728	1048576	96	199877	166856	10453	259	22308
30	8	134217728	1048576	97	190025	168046	10088	230	11660
30	8	134217728	1048576	98	192334	168727	10467	266	12873
30	8	134217728	1048576	99	183192	160477	10430	261	12023
30	8	134217728	1048576	9	185725	161380	10683	227	13434
